cik,company_name,ticker
1934850,"F&G Annuities & Life, Inc.",FG
1738021,"Compass Therapeutics, Inc.",CMPX
1728688,"i3 Verticals, Inc.",IIIV
1360604,Healthcare Realty Trust Inc,HR
1449794,"Embassy Bancorp, Inc.",emyb
894405,ARCBEST CORP /DE/,ARCB
1501756,"Adverum Biotechnologies, Inc.",ADVM
1849221,Perfect Moment Ltd.,PMNT
875729,BION ENVIRONMENTAL TECHNOLOGIES INC,BNET
1845459,"NKGen Biotech, Inc.",NKGN
1210677,FIRST ADVANTAGE CORP,FA
1994702,"Kyverna Therapeutics, Inc.",KYTX
1023313,"FORRESTER RESEARCH, INC.",FORR
829323,"Inuvo, Inc.",INUV
1138867,"EESTech, Inc.",EESH
1745020,"Theseus Pharmaceuticals, Inc.",THRX
1524741,"U.S. SILICA HOLDINGS, INC.",SLCA
1562463,First Internet Bancorp,INBK
1477246,S&W Seed Co,SANW
1576340,CENTER COAST BROOKFIELD MLP & ENERGY INFRASTRUCTURE FUND,CEN
1310527,"QSAM Biosciences, Inc.",QSAM)
1951667,CHEETAH NET SUPPLY CHAIN SERVICE INC.,CTNT
1770121,"Sana Biotechnology, Inc.",SANA
1830043,Bumble Inc.,BMBL
1414932,Oaktree Specialty Lending Corp,OCSL
24545,MOLSON COORS BEVERAGE CO,TAP
1380106,"RAPID MICRO BIOSYSTEMS, INC.",RPID
1460602,Orgenesis Inc.,ORGS
1341318,"LAKE SHORE BANCORP, INC.",LSBK
1750019,TCR2 THERAPEUTICS INC.,TCRR
1174891,"CalEthos, Inc.",BUUZ
1504461,NGL Energy Partners LP,NGL
1585389,"SmartStop Self Storage REIT, Inc.",STSFF
1847513,CORNER GROWTH ACQUISITION CORP. 2,TRON
1850398,"TC Bancshares, Inc.",TCBC
1687187,"Ramaco Resources, Inc.",METC
1718939,T Stamp Inc,IDAI
1829953,Corner Growth Acquisition Corp.,COOL
1715611,BODY & MIND INC.,BAMM
1820630,Proterra Inc,PTRAQ
1606745,"Liberty TripAdvisor Holdings, Inc.",LTRPA
1593548,"PlayAGS, Inc.",AGS
1611983,Liberty Broadband Corp,LBRDA
1770450,Xerox Holdings Corp,XRX
1137883,BRAINSTORM CELL THERAPEUTICS INC.,BCLI
1049782,BROOKLINE BANCORP INC,BRKL
1394319,"Tracon Pharmaceuticals, Inc.",TCON
1699136,"Cactus, Inc.",WHD
45876,ENVIRI Corp,NVRI
1267602,ALIMERA SCIENCES INC,ALIM
1839285,"Healthcare Triangle, Inc.",HCTI
1686850,"Motus GI Holdings, Inc.",MOTS
1478320,Adaptive Biotechnologies Corp,ADPT
1532286,"Nine Energy Service, Inc.",NINE
913277,Clarus Corp,CLAR)
1819994,"Rocket Lab USA, Inc.",RKLB
1408198,MSCI Inc.,MSCI
1009759,"Capstone Green Energy Holdings, Inc.",-
1886894,"Snail, Inc.",SNAL
1901305,"Forza X1, Inc.",FRZA
1916099,Diameter Credit Co,NONE
1325702,MAGNACHIP SEMICONDUCTOR Corp,MX
1774675,Skillsoft Corp.,SKIL
1504776,Warby Parker Inc.,WRBY
811222,Cardiff Lexington Corp,CDIF.OB
1498612,"Cohen & Steers Select Preferred & Income Fund, Inc.",PSF
1548717,"Cohen & Steers Ltd Duration Preferred & Income Fund, Inc.",LDP
1224450,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,RNP
1338749,POTLATCHDELTIC CORP,PCH
1586009,Wildermuth Fund,WESFX
1103795,"QS Energy, Inc.",QSEP
96885,TEL INSTRUMENT ELECTRONICS CORP,TIKK
1593538,NAVIENT CORP,NAVI
1357459,"PALISADE BIO, INC.",PALI
1817760,"SmartKem, Inc.",SMTK
1806952,"Lyell Immunopharma, Inc.",LYEL
1339005,FEMASYS INC,FEMY
832480,UTG INC,utgn
1789769,"Instil Bio, Inc.",TIL
1320414,SELECT MEDICAL HOLDINGS CORP,SEM
105132,WD 40 CO,WDFC
1332551,ACRES Commercial Realty Corp.,ACR
1832415,"Better Therapeutics, Inc.",BTTX
933974,"Azenta, Inc.",AZTA
1538263,"HomeTrust Bancshares, Inc.",HTBI
1687898,Versus Capital Real Assets Fund LLC,VCRRX
1556898,"Techpoint, Inc.",M-6697
1872789,Embecta Corp.,EMBC
1808834,"PROG Holdings, Inc.",PRG
1725872,"BM Technologies, Inc.",BMTX
1867714,Monachil Credit Income Fund,MONIX
1869105,Helix Acquisition Corp. II,HLXB
1570937,ALTAIR INTERNATIONAL CORP.,ATAO
1337013,"InfuSystem Holdings, Inc",INFU
20212,Churchill Downs Inc,CHDN
64472,GENCOR INDUSTRIES INC,genc
1509470,SURO CAPITAL CORP.,SSSS
1944664,Nomura Alternative Income Fund,NAIFX
942126,TAITRON COMPONENTS INC,TAIT
1580864,"Vroom, Inc.",VRM
1615063,"Inspired Entertainment, Inc.",INSE
1351636,"SOUNDTHINKING, INC.",SSTI
1582313,Xenon Pharmaceuticals Inc.,XENE
1552797,"Delek Logistics Partners, LP",DKL
19871,CHICAGO RIVET & MACHINE CO,CVR
1822791,Clene Inc.,CLNN
1794669,"Shift4 Payments, Inc.",FOUR
1999480,"Alto Neuroscience, Inc.",ANRO
1793229,MultiPlan Corp,MPLN
1373670,"Green Brick Partners, Inc.",GRBK
1026655,CORE MOLDING TECHNOLOGIES INC,CMT
1651944,"DermTech, Inc.",DMTK
1515673,Ultragenyx Pharmaceutical Inc.,RARE
703604,"Distribution Solutions Group, Inc.",DSGR
1535955,Lipocine Inc.,LPCN
1538849,CrossAmerica Partners LP,CAPL
1842556,HNR Acquisition Corp.,HNRA
1855485,"Calidi Biotherapeutics, Inc.",CLDI
1844981,StoneBridge Acquisition Corp.,APAC
1559432,"TXO Partners, L.P.",TXO
1339688,LION COPPER & GOLD CORP.,LGDMF
1341235,"Aldeyra Therapeutics, Inc.",ALDX
1828937,Finance of America Companies Inc.,FOA
1820190,Scilex Holding Co,SCLX
1156039,"Elevance Health, Inc.",ELV
1902944,CANTOR FITZGERALD INFRASTRUCTURE FUND,CAFIX
1690080,180 Life Sciences Corp.,ATNF
1857154,"Krispy Kreme, Inc.",DNUT
1903070,Hartford Schroders Private Opportunities Fund,XHFIX
1847874,Mobile Infrastructure Corp,BEEP
46765,"Helmerich & Payne, Inc.",HP
1438943,"RANGE IMPACT, INC.",RNGE
1897245,HWH International Inc.,ACAX
1999784,North Haven Net REIT,NONE
1618835,"Evofem Biosciences, Inc.",EVFM
1783875,4Front Ventures Corp.,FFNTF
1862068,"Rubicon Technologies, Inc.",RBT
1563665,"Harvard Apparatus Regenerative Technology, Inc.",HRGN
1595527,American Strategic Investment Co.,NYC
1417663,"SANUWAVE Health, Inc.",SNWV
1338474,RIDGEWOOD ENERGY Q FUND LLC,NONE
1262104,"MEI Pharma, Inc.",MEIP
1499717,"Staffing 360 Solutions, Inc.",STAF
1851182,Future Health ESG Corp.,FHLT
1385662,RIDGEWOOD ENERGY V FUND LLC,NONE
885307,JEWETT CAMERON TRADING CO LTD,JCTCF
704562,"Avid Bioservices, Inc.",CDMO
34956,"TENAX THERAPEUTICS, INC.",TENX
1848948,10X Capital Venture Acquisition Corp. III,VCXB
1315061,Ridgewood Energy O Fund LLC,NONE
890447,Vertex Energy Inc.,VTNR
1293613,"Kayne Anderson Energy Infrastructure Fund, Inc.",KYN
320017,"LISATA THERAPEUTICS, INC.",LSTA
78239,PVH CORP. /DE/,PVH
1824185,HH&L Acquisition Co.,HHLA
1867090,"Fundrise Growth Tech Fund, LLC",NONE
1597672,RAYONIER ADVANCED MATERIALS INC.,RYAM
1725160,"Zentalis Pharmaceuticals, Inc.",ZNTL
1881551,Solidion Technology Inc.,STI
2000597,Apollo Asset Backed Credit Co LLC,NONE
1783398,UWM Holdings Corp,UWMC
1346830,"Cara Therapeutics, Inc.",CARA
1851277,Carlyle Secured Lending III,NONE
703351,"BRINKER INTERNATIONAL, INC",EAT
1172222,HAWAIIAN HOLDINGS INC,HA
914139,PARKERVISION INC,PRKR
1402328,"Sunshine Biopharma, Inc",SBFM
1478102,Western Asset Mortgage Opportunity Fund Inc.,DMO
890564,ASGN Inc,ASGN
1762239,"Kaival Brands Innovations Group, Inc.",KAVL
1846576,"FIGS, Inc.",FIGS
1163792,WESTERN ASSET PREMIER BOND FUND,WEA
886043,WESTERN ASSET MANAGED MUNICIPALS FUND INC.,MMU
1702510,"Carlyle Credit Solutions, Inc.",NONE
1725472,Carlyle Tactical Private Credit Fund,TAKMX
1544206,"Carlyle Secured Lending, Inc.",CGBD
882300,WESTERN ASSET INTERMEDIATE MUNI FUND INC.,SBI
1837344,Nocturne Acquisition Corp,MBTCU
876343,"Lineage Cell Therapeutics, Inc.",LCTX
783325,"WEC ENERGY GROUP, INC.",WEC
1361113,VARONIS SYSTEMS INC,VRNS
1680048,"MUSTANG BIO, INC.",MBIO
1462586,Western Asset Investment Grade Defined Opportunity Trust Inc.,IGI
1100397,"Ayala Pharmaceuticals, Inc.",ADXS
1084869,1 800 FLOWERS COM INC,FLWS
75398,Western Asset Investment Grade Income Fund Inc.,PAI
1585389,"SmartStop Self Storage REIT, Inc.",
873303,"Sarepta Therapeutics, Inc.",SRPT
1513761,Norwegian Cruise Line Holdings Ltd.,NCLH
1851048,Cyber App Solutions Corp.,CYRB
1601548,"V2X, Inc.",VVX
1307579,LIQTECH INTERNATIONAL INC,LIQT
1832433,Ferguson plc,FERG
1674101,Vertiv Holdings Co,VRT
1608741,Nuveen NASDAQ 100 Dynamic Overwrite Fund,QQQX
1534675,Tecnoglass Inc.,TGLS
1750777,"Hawkeye Systems, Inc.",HWKE
1195738,NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND,NKX
1608742,Nuveen Dow 30sm Dynamic Overwrite Fund,DIAX
1522767,MARIMED INC.,MRMD
1821393,"Aaron's Company, Inc.",AAN
1613780,DBV Technologies S.A.,DBVT
1632127,"Cable One, Inc.",CABO
1401708,NanoString Technologies Inc,NSTG
1753539,BlackSky Technology Inc.,BKSY
840715,CLEARONE INC,CLRO
1803696,Adeia Inc.,ADEA
1607997,Nuveen Minnesota Quality Municipal Income Fund,NMS
1899996,Fidelity Private Credit Central Fund LLC,NONE
1385763,Nuveen Core Equity Alpha Fund,JCE
812074,"O-I Glass, Inc. /DE/",OI
812801,NUVEEN MUNICIPAL VALUE FUND INC,NUV
1216583,Nuveen Preferred & Income Opportunities Fund,JPC
842023,BIO-TECHNE Corp,TECH
1487428,Horizon Technology Finance Corp,HRZN
1562151,"Crimson Wine Group, Ltd",CWGL
1547994,Nuveen Preferred & Income Term Fund,JPI
1227476,Nuveen Credit Strategies Income Fund,JQC
714256,Sanara MedTech Inc.,SMTI
1334978,"Clear Channel Outdoor Holdings, Inc.",COO
1090116,Nuveen AMT-Free Municipal Credit Income Fund,NVG
899782,NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND,NOM
1472215,Nuveen Mortgage & Income Fund/MA/,JLS
818850,NUVEEN NEW YORK MUNICIPAL VALUE FUND,NNY
1834045,"Vintage Wine Estates, Inc.",VWE
1639691,LivaNova PLC,LIVN
883618,NUVEEN SELECT TAX FREE INCOME PORTFOLIO,NXP
1895144,Golden Star Acquisition Corp,GODN
1074769,NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND,NAN
1990446,"Trans American Aquaculture, Inc",GRPS
885732,NUVEEN CALIFORNIA SELECT TAX FREE INCOME PORTFOLIO,NXC
1539337,Nuveen Real Asset Income & Growth Fund,JRI
1788399,DoubleLine Yield Opportunities Fund,DLY
1774342,Nuveen Municipal Credit Opportunities Fund,NMCO
818851,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,NCA
1450445,Nuveen AMT-Free Municipal Value Fund,NUW
885733,NUVEEN SELECT TAX FREE INCOME PORTFOLIO 2,NACTIVNXQ
892992,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND,NAZ
1298699,Nuveen S&P 500 BuyWrite Income Fund,BXMX
1777482,Nuveen Enhanced High Yield Municipal Bond Fund,NONE
1566388,DoubleLine Income Solutions Fund,DSL
885731,NUVEEN NEW YORK SELECT TAX -FREE INCOME PORTFOLIO,NXN
830271,NUVEEN MUNICIPAL INCOME FUND INC,NMI
1195739,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,NRK
838131,Nuveen Multi-Market Income Fund,JMM
1478888,Nuveen Taxable Municipal Income Fund,NBB
1137887,Nuveen Municipal Credit Income Fund,NZF
897419,NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND,NMT
1266585,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,NMZ
897421,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,NPV
816956,CONMED Corp,CNMD
828803,TEMPLETON GLOBAL INCOME FUND,GIM
1276533,NUVEEN FLOATING RATE INCOME FUND,JFR
890119,NUVEEN SELECT MATURITIES MUNICIPAL FUND,NIM
1808805,"Nautilus Biotechnology, Inc.",NAUT
1793129,Nuveen Dynamic Municipal Opportunities Fund,NDMO
1842718,INTEGRAL AD SCIENCE HOLDING CORP.,IAS
56679,KORN FERRY,KFY
1865389,Nuveen Variable Rate Preferred & Income Fund,NPFD
1498547,"CIM REAL ESTATE FINANCE TRUST, INC.",NONE
719135,Apyx Medical Corp,APYX
1287498,Eaton Vance Short Duration Diversified Income Fund,EVG
1294133,Inogen Inc,INGN
1692951,"Cottonwood Communities, Inc.",
1703157,"Securetech Innovations, Inc.",SCTH
1258623,EATON VANCE SENIOR FLOATING RATE TRUST,EFR
1270523,EATON VANCE TAX ADVANTAGED GLOBAL DIVIDEND INCOME FUND,ETG
1308927,Eaton Vance Tax-Managed Buy-Write Income Fund,ETB
1308335,Eaton Vance Enhanced Equity Income Fund II,EOS
1300391,Eaton Vance Enhanced Equity Income Fund,EOI
1340736,Eaton Vance Tax-Managed Diversified Equity Income Fund,ETY
1070732,EATON VANCE SENIOR INCOME TRUST,EVF
39092,FRIEDMAN INDUSTRIES INC,FRD
1783964,Accordant ODCE Index Fund,ODCEX
1907685,"Comera Life Sciences Holdings, Inc.",CMRA
1969229,Eaton Vance Floating-Rate Opportunities Fund,FROIX
1819810,Redwire Corp,RDW
1735948,Greenbrook TMS Inc.,GBNH
1764974,Turnstone Biologics Corp.,TSBX
1831840,"SEMrush Holdings, Inc.",SEMR
1563696,Eaton Vance Municipal Income 2028 Term Trust,ETX
1379438,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,EXG
1854275,"Zoomcar Holdings, Inc.",ZCAR
1338561,Nuveen S&P 500 Dynamic Overwrite Fund,SPXX
1281926,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,ETO
1322435,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,ETW
1322436,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,ETV
1395325,Eaton Vance Risk-Managed Diversified Equity Income Fund,ETJ
1732078,Flat Rock Opportunity Fund,FROPX
1874875,"Hour Loop, Inc",HOUR
807707,VOXX International Corp,VOXX
1677615,Federated Hermes Project & Trade Finance Tender Fund,XPTFX
1860424,Onex Falcon Direct Lending BDC Fund,NONE
1812727,"Reliance Global Group, Inc.",RELI
1949594,Fidelity Multi-Strategy Credit Fund,NONE
1984165,CAZ Strategic Opportunities Fund,[ NONE ]
1126234,"LUMOS PHARMA, INC.",(LUMO)
1635650,Green Plains Partners LP,GPP
743758,"AiAdvertising, Inc.",AIAD
1410428,"XWELL, Inc.",XWEL
1493712,Cell MedX Corp.,CMXC
1935979,Biohaven Ltd.,BHVN
1009891,AIR INDUSTRIES GROUP,AIRI
1811063,Nuvation Bio Inc.,NUVB
1912963,First Trust Private Credit Fund,FTPCX
1984165,CAZ Strategic Opportunities Fund,NONE
1936224,SURF AIR MOBILITY INC.,SRFM
791908,XOMA Corp,XOMA
1652130,"Intellia Therapeutics, Inc.",NTLA
1526329,"TORTOISE PIPELINE & ENERGY FUND, INC.",TTP
1178697,SONIM TECHNOLOGIES INC,SONM
1918767,"Constitution Capital Access Fund, LLC",
1547158,"TORTOISE ENERGY INDEPENDENCE FUND, INC.",NDP
101295,UNITED GUARDIAN INC,UG
1756701,"LINKBANCORP, Inc.",LNKB
1041657,"URBAN ONE, INC.",UONEK
1603756,"Axonics, Inc.",AXNX
1490286,"Tortoise Midstream Energy Fund, Inc.",NTG
1665817,Eaton Vance 2021 Target Term Trust,EHT
1339970,aTYR PHARMA INC,LIFE
1837412,"SomaLogic, Inc.",SLGC
49754,"Dine Brands Global, Inc.",DIN
910108,LXP Industrial Trust,LXP
1843370,bleuacacia ltd,BLEU
1907108,"Lexeo Therapeutics, Inc.",LXEO
1293971,"bluebird bio, Inc.",BLUE
1080657,"Presidio Property Trust, Inc.","SQFT,SQFTP"
1492298,"Sabra Health Care REIT, Inc.",SBRA
1515139,"METAWORKS PLATFORMS, INC.",MWRK
1602078,Nemaura Medical Inc.,NMRD
897429,"CHICO'S FAS, INC.",CHS
1604464,"Atara Biotherapeutics, Inc.",ATRA
1530163,"Samsara Luggage, Inc.",SAML
1227073,ALLSPRING MULTI-SECTOR INCOME FUND,ERC
1722969,"Nxu, Inc.",NXU
924719,SMITH MIDLAND CORP,SMID
1010470,PROVIDENT FINANCIAL HOLDINGS INC,PROV
1279014,ALLSPRING UTILITIES & HIGH INCOME FUND,ERH
932781,FIRST COMMUNITY CORP /SC/,5jhewo$hzr
1429260,"Fortress Biotech, Inc.",FBIO
1210123,ALLSPRING INCOME OPPORTUNITIES FUND,EAD
1986395,Starwood Credit Real Estate Income Trust,NONE
1918767,"Constitution Capital Access Fund, LLC",XCAIX
1395937,Syndax Pharmaceuticals Inc,SNDX
6845,"APOGEE ENTERPRISES, INC.",APOG
1254370,WESTERN ASSET INFLATION-LINKED INCOME FUND,WIA
1937653,Zymeworks Inc.,ZYME
1074828,"KNOW LABS, INC.",KNW
1058239,WESTERN ASSET HIGH INCOME FUND II INC.,HIX
740806,F&M BANK CORP,FMBM
1275168,FIVE STAR BANCORP,FSBC
1474903,"BGSF, INC.",BGSF
1723701,PIMCO Flexible Municipal Income Fund,PMFAX
1572334,Virginia National Bankshares Corp,VABK
1850838,"Omega Therapeutics, Inc.",OMGA
1772921,OneWater Marine Inc.,ONEW
910068,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.,HIO
1069899,PHIBRO ANIMAL HEALTH CORP,PAHC
1767837,"Richmond Mutual Bancorporation, Inc.",RMBI
1783180,CARRIER GLOBAL Corp,CARR
896156,ETHAN ALLEN INTERIORS INC,ETD
1937073,Calamos Aksia Alternative Credit & Income Fund,CAPIX
1710155,"National Vision Holdings, Inc.",EYE
1771910,ADC Therapeutics SA,ADCT
1631596,KKR Real Estate Finance Trust Inc.,KREF
1793882,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund,PTA
1477009,TREES Corp (Colorado),CANN
1267902,WESTERN ASSET INFLATION-LINKED OPPORTUNITIES & INCOME FUND,WIW
1497186,Western Asset High Yield Defined Opportunity Fund Inc.,HYI
1892922,Mars Acquisition Corp.,MARX
1010134,ICTS INTERNATIONAL N V,ICTSF
1227862,WESTERN ASSET EMERGING MARKETS DEBT FUND INC.,EMD
1162461,CUTERA INC,CUTR
1844505,"QT IMAGING HOLDINGS, INC.",QTI
65433,MEXICO FUND INC,MXF
1487952,"Vishay Precision Group, Inc.",VPG
1856995,Mountain & Co. I Acquisition Corp.,MCAAU
1796129,"Vincerx Pharma, Inc.",VINC
1547459,"Natural Grocers by Vitamin Cottage, Inc.",NGVC
1593275,"Hamilton Insurance Group, Ltd.",HG
1796280,"Oric Pharmaceuticals, Inc.",ORIC
1808865,"iTeos Therapeutics, Inc.",ITOS
1901606,Golub Capital Direct Lending Unlevered Corp,NONE
1681206,"NI Holdings, Inc.",NODK
1851003,Zeta Global Holdings Corp.,ZETA
1454938,Outbrain Inc.,OB
1860424,Onex Direct Lending BDC Fund,NONE
842717,"BLUE RIDGE BANKSHARES, INC.",BRBS
936528,WAFD INC,WAFD
1746466,"Equillium, Inc.",EQ
1808898,Benitec Biopharma Inc.,BNTC
1396814,"Pacira BioSciences, Inc.",PCRX
1389002,MARIN SOFTWARE INC,MRIN
1815974,"Anebulo Pharmaceuticals, Inc.",ANEB
1996810,GE Vernova LLC,GEV
1404912,KKR & Co. Inc.,KKR
1602065,"Viper Energy, Inc.",VNOM
910073,NEW YORK COMMUNITY BANCORP INC,NYCB
1830214,"Ginkgo Bioworks Holdings, Inc.",DNA
1976685,Institutional Investment Strategy Fund,none
1597846,Greenpro Capital Corp.,GRNQ
1309082,"CAMBER ENERGY, INC.",CEI
1737924,Nuveen Churchill Direct Lending Corp.,NONE
1752019,BlackRock Credit Strategies Fund,NONE
1711786,"Hoth Therapeutics, Inc.",HOTH
830622,PUTNAM MASTER INTERMEDIATE INCOME TRUST,PIM
1742924,Livent Corp.,LTHM
1673772,"RAPT Therapeutics, Inc.",RAPT
1829576,"Carter Bankshares, Inc.",CARE
1444192,Acasti Pharma Inc.,ACST
1567925,"Sila Realty Trust, Inc.",NONE
900422,PUTNAM MUNICIPAL OPPORTUNITIES TRUST,PMO
1771706,"Goodness Growth Holdings, Inc.",GDNSF
1816389,BlackRock Private Investments Fund,NONE
1772720,SPRUCE POWER HOLDING CORP,SPRU
1885336,"SensaSure Technologies, Inc.",SSTC
1843973,FLYEXCLUSIVE INC.,FLYX
1230869,ASA Gold & Precious Metals Ltd,ASA
314227,"TOMI Environmental Solutions, Inc.",TOMZ
49648,IDAHO POWER CO,IDAHOPWR
1621221,"ARTELO BIOSCIENCES, INC.",ARTL
827773,PUTNAM PREMIER INCOME TRUST,PPT
1140215,"REED'S, INC.",REED
1678660,Prelude Therapeutics Inc,PRLD
310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,FNMA
1930054,Blackstone Private Equity Strategies Fund L.P.,NONE
1347858,"22nd Century Group, Inc.",XXII
1865506,ESGEN Acquisition Corp,ESAC
1740279,"IN8BIO, INC.",INAB
1572616,"Fractyl Health, Inc.",GUTS
860748,KEMPER Corp,KMPR
1899610,Carlyle AlpInvest Private Markets Fund,
1820875,CXApp Inc.,CXAI
1831359,Jaws Mustang Acquisition Corp,JWSM
1750155,"Charlotte's Web Holdings, Inc.",CWBHF
1437491,"RiskOn International, Inc.",ROI
1836875,Nuvve Holding Corp.,NVVE
1772016,"BELLRING BRANDS, INC.",BRBR
1626971,"Corvus Pharmaceuticals, Inc.",CRVS
837852,"IDEANOMICS, INC.",IDEX
1489096,"Thermon Group Holdings, Inc.",THR
1557746,"Aclaris Therapeutics, Inc.",ACRS
1990550,"Ambrx Biopharma, Inc.",AMAM
1522222,"CLS Holdings USA, Inc.",CLSH
314808,Valaris Ltd,VAL
1014111,"GlassBridge Enterprises, Inc.",GLAE
1213037,"Cardiff Oncology, Inc.",CRDF
1123494,HARVARD BIOSCIENCE INC,HBIO
1895618,GAXOS.AI INC.,GXAI
1567264,"INTENSITY THERAPEUTICS, INC.",INTS
1811210,"Lucid Group, Inc.",LCID
1041657,"URBAN ONE, INC.",UONE/UONEK
1377149,CareView Communications Inc,CRVW
1769624,AGBA Group Holding Ltd.,AGBA
1860742,Bausch & Lomb Corp,BLCO
1835385,"Marathon Bancorp, Inc. /MD/",MBBC
1839608,"Getaround, Inc",GETR
1274173,JANUS HENDERSON GROUP PLC,JHG
1655888,Blue Owl Capital Corp,OBDC
1657312,Verona Pharma plc,VRNA
1397702,Silk Road Medical Inc,SILK
1452477,Seven Hills Realty Trust,SEVN
741516,AMERICAN NATIONAL BANKSHARES INC.,amnb
1802457,"Origin Materials, Inc.",ORGN
1758057,"Luminar Technologies, Inc./DE",LAZR
1403528,"Oaktree Capital Group, LLC",OAK-PA
1301483,Alpha Core Strategies Fund,NONE
882361,Aptose Biosciences Inc.,APTO
1706524,"urban-gro, Inc.",UGRO
2009073,Fairway Private Markets Fund,
1889123,FTAC Emerald Acquisition Corp.,EMLD
1929777,Pender Real Estate Credit Fund,PNDRX
1868275,Constellation Energy Corp,CEG
1509991,Kosmos Energy Ltd.,KOS
1592386,"Virtu Financial, Inc.",VIRT
1761918,"Erasca, Inc.",ERAS
1292519,INVIVO THERAPEUTICS HOLDINGS CORP.,NVIV
1824893,"Surrozen, Inc./DE",SRZN
732417,HILLS BANCORPORATION,HBIA.PK
2009073,Fairway Private Markets Fund,[N/A]
1722010,OP Bancorp,OPBK
1929777,Pender Real Estate Credit Fund,[N/A]
1447380,MOBIVITY HOLDINGS CORP.,MFON
1761510,TILT Holdings Inc.,TLLTF
1038773,SMARTFINANCIAL INC.,SMBK
1599407,1847 Holdings LLC,EFSH
1698530,"EXICURE, INC.",XCUR
1218683,Mawson Infrastructure Group Inc.,MIGI
1842566,"Airship AI Holdings, Inc.",AISP
1411685,"Vistagen Therapeutics, Inc.",VTGN
1401395,Neptune Wellness Solutions Inc.,NEPT
1888447,"Excelerate Energy, Inc.",EE
1817232,Global Gas Corp,HGAS
1641281,"Bolt Biotherapeutics, Inc.",BOLT
928022,Callon Petroleum Co,CPE
1852707,"Better For You Wellness, Inc.",BFYW
1083743,"Flux Power Holdings, Inc.",FLUX
1849670,"PB Bankshares, Inc.",PBBK
1822479,Sotera Health Co,SHC
1760903,"Safety Shot, Inc.",SHOT
1420565,AILERON THERAPEUTICS INC,ALRN
1871509,Portillo's Inc.,PTLO
1844505,"QT IMAGING HOLDINGS, INC.",GIA.U
1734713,"BrightView Holdings, Inc.",BV
924805,Freedom Holding Corp.,FRHC
1617640,"ZILLOW GROUP, INC.",Z
1580149,BIOVIE INC.,BIVI
1024305,COTY INC.,COTY
1817713,"Janux Therapeutics, Inc.",JANX
1911066,Nuveen Churchill Private Capital Income Fund,NONE
1297937,"PARKS AMERICA, INC",PRKA
1788999,Xperi Inc.,XPER
876378,"ASENSUS SURGICAL, INC.",ASXC
1850270,PROKIDNEY CORP.,PROK
1402479,"MedAvail Holdings, Inc.",MDVL
1535778,"MSC INCOME FUND, INC.",NONE
1859199,reAlpha Tech Corp.,AIRE
100726,UNIFI INC,UFI
1275014,"Ultra Clean Holdings, Inc.",UCTT
1806310,"Taysha Gene Therapies, Inc.",TSHA
1729427,"CNS Pharmaceuticals, Inc.",CNSP
1437925,"Golden Matrix Group, Inc.",GMGI
1054102,"INTERPACE BIOSCIENCES, INC.",IDXG
828803,TEMPLETON GLOBAL INCOME FUND,SABA
1854445,"Glimpse Group, Inc.",VRAR
1468929,"NEXGEL, INC.",NXGL
1841804,"INSTRUCTURE HOLDINGS, INC.",INST
1411690,"Bionano Genomics, Inc.",BNGO
1477294,Sensata Technologies Holding plc,ST
1476204,"Phillips Edison & Company, Inc.",PECO
1890107,First Eagle Private Credit Fund,NONE
1650664,"Editas Medicine, Inc.",EDIT
1988280,Manulife Private Credit Fund,
1866550,"Thoughtworks Holding, Inc.",TWKS
1825024,Offerpad Solutions Inc.,OPAD
1835579,"Ikena Oncology, Inc.",IKNA
1488917,"Electromed, Inc.",ELMD
1797768,Kinnate Biopharma Inc.,KNTE
1987221,AMG Comvest Senior Lending Fund,NONE
1089907,SWK Holdings Corp,SWKH
1834645,"Peak Bio, Inc.",PKBO
1805890,Fusion Pharmaceuticals Inc.,FUSN
1853816,"Dermata Therapeutics, Inc.",DRMA
1031029,"Startek, Inc.",SRT
1575965,"Gaming & Leisure Properties, Inc.",GLPI
1626878,XBiotech Inc.,XBIT
1680379,"Sterling Bancorp, Inc.",SBT
1655099,Brookfield Real Assets Income Fund Inc.,RA
1849294,Fortune Rise Acquisition Corp,FRLA
1479419,"KALA BIO, Inc.",KALA
1333835,Casa Systems Inc,CASA
779152,JACK HENRY & ASSOCIATES INC,JKHY
1800315,"Galecto, Inc.",GLTO
1852633,"Pinstripes Holdings, Inc.",BYN
