tag,company_count,value_count,avg_values_per_company,units
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansPlanAmendmentsTaxEffect,10,187,18.7,USD
IncreaseDecreaseInLiabilityForClaimsAndClaimsAdjustmentExpenseReserve,10,608,60.8,USD
IncomeTaxReconciliationNondeductibleExpenseAmortization,10,194,19.4,USD
NetIncomeLossFromDiscontinuedOperationsAvailableToCommonShareholdersDiluted,10,203,20.3,USD
SalesTypeLeaseSellingProfitLoss,10,313,31.3,USD
FiniteLivedIntangibleAssetsFairValueDisclosure,10,92,9.2,USD
LongLivedAssetsHeldForSaleProceedsFromSale,10,26,2.6,USD
RevenuesNetOfInterestExpense,10,1113,111.3,USD
CededPremiumsEarnedPropertyAndCasualty,10,155,15.5,USD
InventoryFinishedGoodsAndWorkInProcess,10,514,51.4,USD
FinancingReceivableSignificantSales,10,663,66.3,USD
SalesTypeLeaseRevenue,10,545,54.5,USD
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther,10,150,15.0,pure
SupplementalUnemploymentBenefitsSeveranceBenefits,10,268,26.8,USD
ReimbursementRevenue,10,379,37.9,USD
IndefiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,10,101,10.1,USD
InterestRateCashFlowHedgeAssetAtFairValue,10,98,9.8,USD
AvailableForSaleDebtSecuritiesGrossUnrealizedGain,10,92,9.2,USD
BusinessCombinationStepAcquisitionEquityInterestInAcquireeFairValue,10,37,3.7,USD
OtherDeferredCreditsNoncurrent,10,262,26.2,USD
GainOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurring,10,61,6.1,USD
PublicUtilitiesPropertyPlantAndEquipmentOtherPropertyPlantAndEquipment,10,392,39.2,USD
CapitalizationLongtermDebtAndEquity,10,611,61.1,USD
DefinedBenefitPlanGrossPrescriptionDrugSubsidyReceiptsReceived,10,60,6.0,USD
ResultsOfOperationsDryHoleCosts,10,696,69.6,USD
SalesTypeLeaseLeaseReceivable,10,188,18.8,USD
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,10,215,21.5,USD
NotesIssued,10,45,4.5,USD
AmortizationOfDeferredSalesCommissions,10,527,52.7,USD
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsPolicyholderLiabilities,10,126,12.6,USD
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisGainLossIncludedInOtherComprehensiveIncomeLoss,10,178,17.8,USD
ForwardContractIndexedToIssuersEquityIndexedShares,10,110,11.0,shares
IncreaseDecreaseInOutstandingChecksFinancingActivities,10,726,72.6,USD
RegulatedAndUnregulatedOperatingRevenue,9,1208,134.22,USD
GasDomesticRegulatedRevenue,9,839,93.22,USD
ConversionOfStockSharesConverted,9,19,2.11,shares
LoansAndLeasesReceivableImpairedEndOfPeriodNotInAllowanceForLoanLoss,9,57,6.33,USD
CompensationAndBenefitsTrust,9,344,38.22,USD
NotesAndLoansPayable,9,357,39.67,USD
ProceedsFromSaleAndCollectionOfNotesReceivable,9,276,30.67,USD
PaymentsToAcquireAndDevelopRealEstate,9,388,43.11,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherShareIncreaseDecreaseInPeriodWeightedAverageExercisePrice,9,15,1.67,USD
LoansAndLeasesReceivableConsumerHomeEquity,9,380,42.22,USD
ResidualValueOfLeasedAsset,9,126,14.0,USD
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,9,256,28.44,USD
ProceedsFromShortTermDebtMaturingInThreeMonthsOrLess,9,54,6.0,USD
FinancingInterestExpense,9,678,75.33,USD
DirectPremiumsLifeInsuranceInForce,9,27,3.0,USD
HeldToMaturitySecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,9,296,32.89,USD
FinancingReceivableSignificantPurchases,9,584,64.89,USD
DistributedEarnings,9,402,44.67,USD
AssumedPremiumsEarnedPropertyAndCasualty,9,105,11.67,USD
PropertyPlantAndEquipmentUsefulLifeAverage,9,16,1.78,"pure, years, Y"
DebtSecuritiesHeldToMaturityExcludingAccruedInterestBeforeAllowanceForCreditLoss,9,130,14.44,USD
DebtSecuritiesHeldToMaturityCreditLossExpenseReversal,9,248,27.56,USD
FinancingReceivableAccruedInterestBeforeAllowanceForCreditLoss,9,255,28.33,USD
CapitalExpenditureDiscontinuedOperations,9,74,8.22,USD
ProceedsFromSaleOfOtherRealEstate,9,279,31.0,USD
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,9,11,1.22,USD
FinancialServicesCosts,9,662,73.56,USD
DerivativeCreditRiskValuationAdjustmentDerivativeAssets,9,544,60.44,USD
DepositsMoneyMarketDeposits,9,167,18.56,USD
AccruedSalesCommissionCurrent,9,207,23.0,USD
SellingExpense,9,740,82.22,USD
FinancingReceivableModificationsPostModificationRecordedInvestment1,9,61,6.78,USD
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,9,680,75.56,USD
OtherTaxCarryforwardGrossAmount,9,22,2.44,USD
RestrictedStockValueSharesIssuedNetOfTaxWithholdings,9,114,12.67,USD
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedNumberOfShares,9,96,10.67,shares
LoansPayableFairValueDisclosure,9,174,19.33,USD
LifeInsuranceInForcePremiumsPercentageAssumedToNet,9,27,3.0,pure
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross,9,216,24.0,USD
DebtSecuritiesAvailableForSaleRestricted,9,234,26.0,USD
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,9,67,7.44,USD
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitBeforeReinsuranceAfterDiscountRateChange,9,149,16.56,USD
DerivativeFinancialInstrumentsAssetsFairValueDisclosure,9,49,5.44,USD
BusinessAcquisitionPurchasePriceAllocationOtherLiabilities,9,18,2.0,USD
PaymentsToAcquireAssetsInvestingActivities,9,113,12.56,USD
LossOnSaleOfInvestments,9,244,27.11,USD
DisposalGroupIncludingDiscontinuedOperationGoodwillCurrent,9,55,6.11,USD
TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount,9,458,50.89,USD
InterestsContinuedToBeHeldByTransferorFairValue,9,108,12.0,USD
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome,9,121,13.44,USD
MinorityInterestInJointVentures,9,40,4.44,USD
LongtermDebtPercentageBearingVariableInterestAmount,9,98,10.89,USD
LongtermDebtPercentageBearingFixedInterestAmount,9,97,10.78,USD
NoncontrollingInterestInVariableInterestEntity,9,180,20.0,USD
CurrentFederalStateAndLocalTaxExpenseBenefit,9,139,15.44,USD
AllowanceForDoubtfulAccountsReceivableChargeOffs,9,26,2.89,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardPerShareWeightedAveragePriceOfSharesPurchased,9,93,10.33,USD/shares
FinancingReceivableExcludingAccruedInterestOriginatedMoreThanFiveYearsBeforeCurrentFiscalYearWriteoff,9,91,10.11,USD
FinancingReceivableReclassificationToHeldForSale,9,326,36.22,USD
TierOneRiskBasedCapitalRequiredToBeWellCapitalized,9,184,20.44,USD
ProceedsFromSaleOfForeclosedAssets,9,572,63.56,USD
CommonStockDividendsShares,9,68,7.56,shares
StockIssuedDuringPeriodValueIssuedForServices,9,101,11.22,USD
IncreaseDecreaseInOtherEmployeeRelatedLiabilities,9,215,23.89,USD
ConstructionPayableCurrentAndNoncurrent,9,332,36.89,USD
DeferredTaxLiabilitiesRegulatoryAssets,9,129,14.33,USD
LiabilityForFuturePolicyBenefitRemeasurementGainLoss,9,214,23.78,USD
NonredeemableNoncontrollingInterest,9,239,26.56,USD
SecuritiesSoldUnderAgreementsToRepurchaseCollateralRightToReclaimCash,9,281,31.22,USD
SecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,9,456,50.67,USD
PaymentsForProceedsFromLifeInsurancePolicies,9,194,21.56,USD
IncreaseDecreaseInFairValueOfHedgedItemInInterestRateFairValueHedge1,9,251,27.89,USD
ReinsuranceRecoverablesOnPaidAndUnpaidLosses,9,270,30.0,USD
ServicingAsset,9,235,26.11,USD
SecuritiesLoanedIncludingNotSubjectToMasterNettingArrangementAndAssetsOtherThanSecuritiesTransferred,9,555,61.67,USD
PaymentsForConstructionInProcess,9,746,82.89,USD
FinancingReceivableExcludingAccruedInterestYearTwoOriginatedFiscalYearBeforeCurrentFiscalYearWriteoff,9,91,10.11,USD
FinancingReceivableExcludingAccruedInterestYearThreeOriginatedTwoYearsBeforeCurrentFiscalYearWriteoff,9,91,10.11,USD
FinancingReceivableExcludingAccruedInterestYearOneOriginatedCurrentFiscalYearWriteoff,9,91,10.11,USD
FinancingReceivableExcludingAccruedInterestYearFourOriginatedThreeYearsBeforeCurrentFiscalYearWriteoff,9,91,10.11,USD
FinancingReceivableExcludingAccruedInterestYearFiveOriginatedFourYearsBeforeCurrentFiscalYearWriteoff,9,91,10.11,USD
CededPremiumsLifeInsuranceInForce,9,27,3.0,USD
AssumedPremiumsLifeInsuranceInForce,9,27,3.0,USD
PrincipalAmountOutstandingOfLoansHeldInPortfolio,9,40,4.44,USD
Supplies,9,442,49.11,USD
ProceedsFromSaleOfRestrictedInvestments,9,390,43.33,USD
NonoperatingGainsLosses,9,523,58.11,USD
PremiumsReceivableAllowanceForDoubtfulAccountsWriteOffsAgainstAllowance,9,277,30.78,USD
PremiumsEarnedNetPropertyAndCasualty,9,495,55.0,USD
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxIncludingPortionAttributableToNoncontrollingInterestAvailableforsaleSecurities,9,294,32.67,USD
InsuranceSettlementsReceivableNoncurrent,9,295,32.78,USD
DisposalGroupIncludingDiscontinuedOperationInterestIncome,9,76,8.44,USD
MarketableSecuritiesGainLossExcludingOtherThanTemporaryImpairments,9,223,24.78,USD
ProfessionalAndContractServicesExpense,9,488,54.22,USD
CapitalLeasesFutureMinimumSubleaseRentals,9,48,5.33,USD
SaleLeasebackTransactionNetProceedsFinancingActivities,9,104,11.56,USD
LitigationSettlementInterest,9,36,4.0,USD
LiabilityForAsbestosAndEnvironmentalClaimsNet,9,206,22.89,USD
SaleLeasebackTransactionGrossProceedsFinancingActivities,9,118,13.11,USD
FinancingReceivableModificationsPreModificationRecordedInvestment1,9,61,6.78,USD
RestrictedInvestmentsNoncurrent,9,328,36.44,USD
TransferOtherRealEstate,9,119,13.22,USD
TransferOfLoansHeldForSaleToPortfolioLoans1,9,471,52.33,USD
ReceivablesHeldForSaleAmount,9,121,13.44,USD
OffMarketLeaseUnfavorable,9,115,12.78,USD
OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesBeforeTax,9,47,5.22,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodAtAcquisitionAtFairValue,9,153,17.0,USD
IncomeTaxEffectsAllocatedDirectlyToEquityOther,9,56,6.22,USD
IncomeLossAttributableToNoncontrollingInterest,9,402,44.67,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOtherShareIncreaseDecrease,9,35,3.89,shares
SupplementaryInsuranceInformationOtherPolicyClaimsAndBenefitsPayable,9,337,37.44,USD
IncomeTaxReconciliationNondeductibleExpenseDepletion,9,496,55.11,USD
ExtinguishmentOfDebtGainLossPerShareNetOfTax,9,61,6.78,USD/shares
MaterialsSuppliesAndOther,9,440,48.89,USD
SummaryOfInvestmentsOtherThanInvestmentsInRelatedPartiesFairValue,9,144,16.0,USD
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,9,61,6.78,USD
PremiumsNetLifeInsuranceInForce,9,27,3.0,USD
PaymentsToAcquireLoansHeldForInvestment,9,422,46.89,USD
PaymentsToAcquireLifeInsurancePolicies,9,191,21.22,USD
OtherComprehensiveIncomeReclassificationAdjustmentForHeldToMaturityTransferredToAvailableForSaleSecuritiesTax,9,66,7.33,USD
IncomeTaxEffectsAllocatedDirectlyToEquityEquityTransactions,9,79,8.78,USD
OtherComprehensiveIncomeLossTransfersFromHeldToMaturityToAvailableForSaleSecuritiesNetOfTax,9,135,15.0,USD
AlternativeInvestment,9,251,27.89,USD
DebtInstrumentPeriodicPaymentInterest,9,101,11.22,USD
AccruedPayrollTaxesCurrent,9,230,25.56,USD
FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross,9,87,9.67,USD
PrepaidRoyalties,9,145,16.11,USD
DisposalGroupIncludingDiscontinuedOperationDeferredRevenue,9,46,5.11,USD
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,9,155,17.22,USD
FinancialInstrumentsSoldNotYetPurchasedAtFairValue,9,508,56.44,USD
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,9,687,76.33,USD
OtherInvestmentNotReadilyMarketableFairValue,9,239,26.56,USD
AccretionExpenseIncludingAssetRetirementObligations,9,300,33.33,USD
ProceedsFromRepaymentsOfSecuredDebt,9,147,16.33,USD
AreaOfRealEstateProperty,9,39,4.33,"acre, sqft"
LeveragedLeasesIncomeStatementNetIncomeFromLeveragedLeases,9,290,32.22,USD
DeferredTaxLiabilitiesDeferredExpenseCapitalizedResearchAndDevelopmentCosts,9,34,3.78,USD
DebtInstrumentConvertibleNumberOfEquityInstruments,9,29,3.22,"pure, investment, instrument, shares, segment"
FinancingReceivableModificationsPostModificationRecordedInvestment,9,30,3.33,USD
ProvedOilAndGasPropertySuccessfulEffortMethod,9,529,58.78,USD
CooperativeAdvertisingAmount,9,276,30.67,USD
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,9,687,76.33,USD
CashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,9,425,47.22,USD
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,9,207,23.0,USD
IncomeLossFromSubsidiariesBeforeTax,9,349,38.78,USD
StraightLineRent,9,805,89.44,USD
AccrualForEnvironmentalLossContingenciesUndiscountedDueInThirdYear,9,93,10.33,USD
LeasesReceivableCommercialLeaseFinancing,9,373,41.44,USD
WeightedAverageDiscountRatePercent,9,50,5.56,pure
CashReserveDepositRequiredAndMade,9,144,16.0,USD
GainLossOnSaleOfLoansAndLeases,9,307,34.11,USD
FairValueAdjustmentOfWarrants,9,201,22.33,USD
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerBasicShare,9,204,22.67,"USD, shares"
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetRevenue,9,63,7.0,USD
EquityMethodInvestmentSoldCarryingAmount,9,48,5.33,"USD, EUR"
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,9,217,24.11,USD
IncomeTaxReconciliationTaxSettlementsOther,9,121,13.44,USD
DirectOperatingCosts,9,608,67.56,USD
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear,9,93,10.33,USD
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear,9,93,10.33,USD
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,9,77,8.56,USD
SecuritiesBorrowedCollateralObligationToReturnCash,9,370,41.11,USD
StockIssuedDuringPeriodSharesEmployeeStockOwnershipPlan,9,130,14.44,shares
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueNonvested,9,40,4.44,USD
PaymentForContingentConsiderationLiabilityInvestingActivities,9,56,6.22,USD
LongTermCommercialPaperCurrent,9,71,7.89,USD
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,9,51,5.67,USD
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureProductionCosts1,9,33,3.67,USD
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureDevelopmentCosts1,9,33,3.67,USD
TechnologyServicesCosts,9,386,42.89,USD
SegmentReportingInformationDepreciationExpense,9,26,2.89,USD
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,9,1063,118.11,USD
FairValueLiabilitiesMeasuredOnRecurringBasisBorrowings,9,57,6.33,USD
SegmentReportingInformationPropertyPlantAndEquipmentNet,9,29,3.22,USD
FairValueAssumptionsRiskFreeInterestRate,9,85,9.44,pure
ElectricDomesticRegulatedRevenue,9,653,72.56,USD
OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossReclassificationBeforeTax,9,211,23.44,USD
SiteContingencyAccrualUndiscountedAmount,9,72,8.0,USD
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,9,153,17.0,USD
IncreaseDecreaseInDeferredLiabilities,9,237,26.33,USD
CashFlowHedgeGainLossReclassifiedToCostOfSalesNet,9,136,15.11,USD
EffectiveIncomeTaxRateReconciliationTaxSettlementsStateAndLocal,9,87,9.67,"pure, Rate"
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedWeightedAverageGrantDateFairValue,9,44,4.89,"USD/shares, EUR/shares"
ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,9,76,8.44,"pure, MMBbls, MMcf, Billions_Of_Cubic_Fe, bbl, MMboe, Trillion_Cubic_Feet_, Mcf, ft3"
FairValueDisclosureOffbalanceSheetRisksAmountLiability,9,288,32.0,USD
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,9,325,36.11,USD
TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalLiability,9,11,1.22,USD
DebtInstrumentInterestRateEffectivePercentageRateRangeMinimum,9,37,4.11,pure
DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,9,37,4.11,pure
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,9,171,19.0,USD
MarketRiskBenefitLiabilityAmount,9,168,18.67,USD
UnprovedOilAndGasPropertySuccessfulEffortMethod,9,541,60.11,USD
NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,9,132,14.67,USD
ManagementFeesRevenue,9,631,70.11,USD
DeferredSalesInducementsNet,9,398,44.22,USD
ServicingAssetAtFairValueDisposals,9,436,48.44,USD
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseBeforeAdjustmentsAndTax,9,310,34.44,USD
FiniteLivedTrademarksGross,9,88,9.78,USD
TemporaryEquityAccretionToRedemptionValueAdjustment,9,180,20.0,USD
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTaxParent,9,372,41.33,USD
SegmentReportingInformationInvestmentInEquityMethodInvestees,9,45,5.0,USD
LineOfCreditFacilityDecreaseRepayments,8,23,2.88,USD
LineOfCreditFacilityIncreaseDecreaseOtherNet,8,49,6.12,USD
WorkersCompensationLiabilityCurrentAndNoncurrent,8,266,33.25,USD
MarketRiskBenefitChangeInFairValueGainLoss,8,195,24.38,USD
AccruedLiabilitiesFairValueDisclosure,8,146,18.25,USD
ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss,8,363,45.38,USD
EnergyRelatedInventoryOtherFossilFuel,8,564,70.5,USD
PaymentsForOtherOperatingActivities,8,250,31.25,USD
StandardizedMeasureOfDiscountedFutureNetCashFlowRelatingToProvedOilAndGasReservesAccretionOfDiscount,8,47,5.88,USD
IncreaseDecreaseInDueToRelatedParties,8,231,28.88,USD
HeldToMaturitySecuritiesTransferredSecurityAtCarryingValue,8,76,9.5,USD
DebtSecuritiesHeldToMaturityAmortizedCostAfterAllowanceForCreditLoss,8,95,11.88,USD
InvestmentsAndCash,8,282,35.25,USD
FinancingReceivableAccruedInterestAfterAllowanceForCreditLoss,8,102,12.75,USD
DeferredOfferingCosts,8,26,3.25,USD
FinancingReceivableModificationToTotalFinancingReceivablesPercent,8,65,8.12,"pure, Rate"
AllowanceForLoanAndLeaseLossesLoansSold,8,147,18.38,USD
InterestIncomeDebtSecuritiesTradingOperating,8,392,49.0,USD
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,8,229,28.62,USD
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySales,8,366,45.75,USD
ImpairmentEffectOnEarningsPerShareAfterTax,8,82,10.25,USD/shares
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectContinuingOperations,8,44,5.5,USD
LoansAssumed,8,40,5.0,USD
DebtSecuritiesAvailableForSaleChangeInPresentValueExpenseReversal,8,100,12.5,USD
DeferredFinanceCostsNoncurrentGross,8,147,18.38,USD
AccruedSalariesCurrentAndNoncurrent,8,186,23.25,USD
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalBeforeIncomeTax,8,111,13.88,USD
PreOpeningCosts,8,668,83.5,USD
AllowanceForNotesReceivable,8,50,6.25,USD
CashFlowsBetweenTransfereeAndTransferorPurchasesOfPreviouslyTransferredFinancialAssets,8,149,18.62,USD
ProceedsFromPaymentsForFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResellNet,8,809,101.12,USD
BilledContractReceivables,8,348,43.5,USD
OtherDeferredCreditsCurrent,8,156,19.5,USD
FinancingReceivableUnamortizedLoanCommitmentOriginationFeeAndPremiumDiscount,8,188,23.5,USD
IncreaseDecreaseInMarginDepositsOutstanding,8,434,54.25,USD
PaymentsForRemovalCosts,8,287,35.88,USD
RegulatedOperatingRevenue,8,633,79.12,USD
DeferredRevenueAndCredits,8,165,20.62,USD
TranslationAdjustmentFunctionalToReportingCurrencyTaxBenefitExpense,8,105,13.12,USD
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialAssets,8,18,2.25,USD
DefinedBenefitPlanAccumulatedBenefitObligationIncreaseDecreaseForSettlementAndCurtailment,8,34,4.25,USD
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepletion,8,352,44.0,"pure, Rate"
LoansReceivableCommercialMortgage,8,369,46.12,USD
VariableInterestEntityCarryingAmountOfLiabilitiesConsolidatedVIE,8,33,4.12,USD
LossContingencyPatentsAllegedlyInfringedNumber,8,79,9.88,"pure, patents, Patent, lawsuit, patent"
InvestmentOwnedBalanceShares,8,37,4.62,shares
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,8,34,4.25,USD
OtherRestrictedAssetsCurrent,8,113,14.12,USD
HedgedAssetFairValueHedgeLastOfLayerCumulativeIncreaseDecrease,8,109,13.62,USD
CashFlowsBetweenTransferorAndTransfereeBeneficialInterest,8,293,36.62,USD
TransferInvestments,8,48,6.0,USD
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,8,153,19.12,USD
ResultsOfOperationsTransportationCosts,8,612,76.5,USD
CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorServicingFeesReceived,8,29,3.62,USD
ShortTermDebtWeightedAverageInterestRateOverTime,8,41,5.12,pure
AociTaxAttributableToParent,8,609,76.12,USD
GainOnCashFlowHedgeIneffectiveness,8,137,17.12,USD
ImpairmentChargeOnReclassifiedAssets,8,26,3.25,USD
InterestRevenueExpense,8,109,13.62,USD
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateAfterYear5Through10,8,69,8.62,USD
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateAfterYearOneThroughFive,8,69,8.62,USD
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityAllocatedAndSingleMaturityDateYearOne,8,67,8.38,USD
NoncashContributionExpense,8,63,7.88,USD
InsuredEventGainLoss,8,172,21.5,USD
ProceedsFromSaleAndCollectionOfLoansHeldforsale,8,314,39.25,USD
CustomerAdvancesAndProgressPaymentsForLongTermContractsOrPrograms,8,228,28.5,USD
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGain,8,30,3.75,USD
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostWeightedAverageInterestCreditingRate,8,88,11.0,pure
BankOwnedLifeInsurance,8,530,66.25,USD
IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,8,83,10.38,USD
GoodwillSubsequentRecognitionOfDeferredTaxAsset,8,20,2.5,USD
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,8,514,64.25,USD
FinancialInstrumentsOwnedAtFairValue,8,366,45.75,USD
DeferredCompensationArrangementWithIndividualFairValueOfSharesIssued,8,33,4.12,USD
DeferredPolicyAcquisitionCostUnrealizedInvestmentGainLoss,8,166,20.75,USD
DirectPremiumsWritten,8,270,33.75,USD
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerDilutedShare,8,200,25.0,"USD, shares"
SaleOfStockConsiderationReceivedPerTransaction,8,30,3.75,USD
DefinedBenefitPlanEffectOfPlanAmendmentOnNetPeriodicBenefitCost,8,21,2.62,USD
FinancingReceivableModificationsNumberOfContracts,8,31,3.88,"pure, contract, number, Contract, Loan, contracts"
TransferOfFinancialAssetsAccountedForAsSalesCashProceedsReceivedForAssetsDerecognizedAmount,8,82,10.25,USD
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureIncomeTaxExpense1,8,30,3.75,USD
DeferredCompensationCashBasedArrangementsLiabilityCurrent,8,242,30.25,USD
CostOfServicesExcludingDepreciationDepletionAndAmortization,8,290,36.25,USD
PaymentsToAcquireInProcessResearchAndDevelopment,8,119,14.88,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsTotalShareBasedLiabilitiesPaid,8,44,5.5,USD
CapitalizedCostsAssetRetirementCosts,8,102,12.75,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCashFlowsExpectedToBeCollectedAtAcquisition,8,69,8.62,USD
CertainLoansAcquiredInTransferNonaccretableDifference,8,73,9.12,USD
OperatingLeasesIncomeStatementMinimumLeaseRevenue,8,283,35.38,USD
AdjustmentsToAdditionalPaidInCapitalStockSplit,8,18,2.25,USD
IncreaseDecreaseInRegulatoryLiabilities,8,227,28.38,USD
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,8,294,36.75,USD
StockIssuedDuringPeriodSharesStockSplits,8,22,2.75,shares
PaymentsForProceedsFromRemovalCosts,8,384,48.0,USD
SegmentReportingReconcilingItemsForOperatingProfitLoss,8,81,10.12,USD
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,8,73,9.12,USD
RealEstateOtherAdditions,8,136,17.0,USD
RealEstateOtherDeductions,8,198,24.75,USD
PrincipalInvestmentGainsLosses,8,641,80.12,USD
DebtSecuritiesAvailableForSaleAllowanceForCreditLossSellBeforeRecovery,8,96,12.0,USD
ResultsOfOperationsExplorationExpense,8,181,22.62,USD
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,8,90,11.25,USD
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentInventory,8,66,8.25,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardPlanModificationNumberOfEmployeesAffected,8,41,5.12,"pure, u_baxEmployee, grantees, Person, u_baxEmployees, employee, employees"
MergerAndAcquisitionCosts,8,102,12.75,USD
SecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,8,444,55.5,USD
