tag,company_count,value_count,avg_values_per_company,units
RetainedInterestFairValueDisclosure,10,202,20.2,USD
TransferOfFinancialAssetsAccountedForAsSalesCashProceedsReceivedForAssetsDerecognizedAmount,10,122,12.2,USD
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,10,191,19.1,USD
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseBeforeAdjustmentsAndTax,10,341,34.1,USD
CostsIncurredAssetRetirementObligationIncurred,10,293,29.3,USD
FinancingReceivableAllowanceForCreditLossForeignCurrencyTranslation,10,163,16.3,USD
ConcentrationRiskCreditRiskFinancialInstrumentMaximumExposure,10,231,23.1,USD
DerivativeInstrumentsInHedgesLiabilitiesAtFairValue,10,328,32.8,USD
LiabilitiesFairValueDisclosureNonrecurring,10,132,13.2,USD
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitBeforeReinsuranceAfterDiscountRateChange,10,147,14.7,USD
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,10,218,21.8,USD
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,10,174,17.4,USD
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalNetOfTax,10,111,11.1,USD
SellingExpense,10,753,75.3,USD
ExtinguishmentOfDebtGainLossPerShareNetOfTax,10,70,7.0,USD/shares
OperatingLeasesIncomeStatementMinimumLeaseRevenue,10,755,75.5,USD
TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount,10,510,51.0,USD
TransfersAccountedForAsSecuredBorrowingsAssociatedLiabilitiesCarryingAmount,10,732,73.2,USD
TranslationAdjustmentFunctionalToReportingCurrencyIncreaseDecreaseGrossOfTax,10,226,22.6,USD
OtherComprehensiveIncomeLossReclassificationAdjustmentForWritedownOfSecuritiesIncludedInNetIncomeNetOfTax,10,60,6.0,USD
DebtSecuritiesAvailableForSaleAccumulatedGrossUnrealizedGainLossBeforeTax,10,178,17.8,USD
SecuritiesLoanedAsset,10,426,42.6,USD
ProductionRelatedImpairmentsOrCharges,10,257,25.7,USD
PaymentsToAcquireInProcessResearchAndDevelopment,10,211,21.1,USD
CumulativeEffectOnRetainedEarningsTax1,10,52,5.2,USD
BelowMarketLeaseGross,10,323,32.3,USD
BelowMarketLeaseNet,10,323,32.3,USD
LeveragedLeasesIncomeStatementIncomeTaxExpenseOnLeveragedLeases,10,194,19.4,USD
ForwardContractIndexedToIssuersEquitySettlementAlternativesCashAtFairValue,10,123,12.3,USD
GasDomesticRegulatedRevenue,10,947,94.7,USD
IncreaseDecreaseInDepositOtherAssets,10,498,49.8,USD
DeferredTaxLiabilitiesRegulatoryAssets,10,148,14.8,USD
SaleLeasebackTransactionCurrentPeriodGainRecognized,10,85,8.5,USD
IncreaseDecreaseInAccountsReceivableFromSecuritization,10,147,14.7,USD
FeesAndCommissionsDepositorAccounts,10,1110,111.0,USD
SaleLeasebackTransactionNetProceedsInvestingActivities,10,116,11.6,USD
DebtInstrumentAnnualPrincipalPayment,10,25,2.5,"AUD, USD"
PaymentsForPostemploymentBenefits,10,197,19.7,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,10,111,11.1,USD/shares
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesDeferredRevenue,10,46,4.6,USD
AccruedLiabilitiesForUnredeeemedGiftCards,10,321,32.1,USD
DefinedBenefitPlanRealEstate,10,28,2.8,pure
RevenueNotFromContractWithCustomerOther,10,330,33.0,USD
EmployeeStockOwnershipPlanESOPCashContributionsToESOP,10,216,21.6,USD
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,10,70,7.0,USD
LiabilityForAsbestosAndEnvironmentalClaimsGross,10,338,33.8,USD
FinancingReceivableModificationsNumberOfContracts1,10,54,5.4,"Loan, Modification, pure, SecurityLoan, contract, item, loan, Contract, contracts, number"
NotionalAmountOfNetInvestmentHedgeInstruments,10,55,5.5,"USD, GBP"
HeldToMaturitySecuritiesAmortizedCostBeforeOtherThanTemporaryImpairment,10,255,25.5,USD
FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,10,67,6.7,USD
InterestPayable,10,30,3.0,USD
OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,10,35,3.5,USD
UnusedCommitmentsToExtendCredit,10,366,36.6,USD
DefinedBenefitPlanEffectOfSettlementsAndCurtailmentsOnAccumulatedBenefitObligation,10,26,2.6,USD
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,10,309,30.9,USD
ProfessionalAndContractServicesExpense,10,655,65.5,USD
AccumulatedDistributionsInExcessOfNetIncome,10,919,91.9,USD
SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnCash,10,291,29.1,USD
CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves,10,455,45.5,USD
CapitalizedExploratoryWellCostChargedToExpense1,10,267,26.7,USD
FinancingReceivableOriginatedFiveOrMoreYearsBeforeLatestFiscalYear,10,193,19.3,USD
FinancialInstrumentsSoldNotYetPurchasedAtFairValue,10,530,53.0,USD
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,10,26,2.6,USD
InterestsContinuedToBeHeldByTransferorFairValue,10,105,10.5,USD
InvestmentIncomeNetAmortizationOfDiscountAndPremium,10,263,26.3,USD
LineOfCreditFacilityDecreaseRepayments,10,49,4.9,USD
AccruedVacationCurrent,10,354,35.4,USD
LoansAndLeasesReceivableImpairedEndOfPeriodInAllowanceForLoanLoss,10,65,6.5,USD
PreOpeningCosts,10,1254,125.4,USD
RoyaltyExpense,10,649,64.9,USD
LossContingencyReceivable,10,137,13.7,USD
DeferredRentCreditCurrent,10,253,25.3,USD
ProceedsFromSaleOfNotesReceivable,10,126,12.6,USD
SegmentReportingEntityConsolidatedAssets,10,55,5.5,USD
SegmentReportingInformationNetAssets,10,60,6.0,USD
TenantReimbursements,10,842,84.2,USD
PolicyholderBenefitsAndClaimsIncurredGross,10,474,47.4,USD
EffectiveIncomeTaxRateReconciliationTaxSettlementsForeign,10,105,10.5,pure
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsCurrent,10,47,4.7,USD
SegmentReportingInformationInterestIncomeExpenseNet,10,92,9.2,USD
FederalReserveBankStock,10,390,39.0,USD
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContingentLiability,10,40,4.0,"USD, GBP"
DebtInstrumentConvertibleEffectiveInterestRate,10,82,8.2,"pure, Rate"
EstimatedInsuranceRecoveries,10,107,10.7,USD
NoncashOrPartNoncashAcquisitionPayablesAssumed1,10,112,11.2,USD
ProceedsFromShortTermDebtMaturingInThreeMonthsOrLess,10,126,12.6,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedIntrinsicValue,10,94,9.4,"pure, USD/shares"
DisposalGroupIncludingDiscontinuedOperationLongLivedAssets,10,23,2.3,USD
DerivativeExcludedComponentGainLossRecognizedInEarnings,10,160,16.0,USD
LiabilitiesFairValueAdjustment,10,147,14.7,USD
LossOnCashFlowHedgeIneffectiveness,10,132,13.2,USD
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,10,338,33.8,USD
DerecognizedAssetsSecuritizedOrAssetbackedFinancingArrangementAssetsAndAnyOtherFinancialAssetsManagedTogetherPrincipalAmountOutstanding,10,332,33.2,USD
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostWeightedAverageInterestCreditingRate,10,93,9.3,pure
DefinedBenefitPlanEffectOfPlanAmendmentOnNetPeriodicBenefitCost,10,30,3.0,USD
SupplementalUnemploymentBenefitsSeveranceBenefits,10,270,27.0,USD
PrepaidReinsurancePremiums,10,1006,100.6,USD
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffectDisposalGroupIncludingDiscontinuedOperations,10,51,5.1,USD
InventoryLIFOReserveEffectOnIncomeNet,10,168,16.8,USD
SalesTypeLeaseNetInvestmentInLease,10,126,12.6,USD
PaymentsForProceedsFromDepositsOnRealEstateAcquisitions,10,410,41.0,USD
PartnersCapitalAccountContributions,10,358,35.8,USD
PartnersCapitalAccountDistributions,10,385,38.5,USD
PreferredStockDividendRatePerDollarAmount,10,73,7.3,USD/shares
ConvertiblePreferredDividendsNetOfTax,10,170,17.0,USD
VariableInterestEntityCarryingAmountOfCollateralizedAssets,10,41,4.1,USD
ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAccumulatedUnallocatedClaimAdjustmentExpense,10,115,11.5,USD
OtherPolicyholderFunds,10,821,82.1,USD
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,10,16,1.6,USD
SecurityDepositLiability,10,809,80.9,USD
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,10,425,42.5,USD
NonredeemableNoncontrollingInterest,10,298,29.8,USD
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesSaleOfInterestByParent,10,219,21.9,USD
BrokerageCommissionsRevenue,10,977,97.7,USD
FoodAndBeverageCostOfSales,10,964,96.4,USD
RentalIncomeNonoperating,10,510,51.0,USD
GainLossOnSaleOfNotesReceivable,10,210,21.0,USD
IncreaseDecreaseInFairValueOfHedgedItemInInterestRateFairValueHedge,10,131,13.1,USD
DebtSecuritiesRealizedGainLoss,10,312,31.2,USD
DepreciationPremisesAndEquipment,10,136,13.6,USD
TemporaryEquityCarryingAmountAttributableToNoncontrollingInterest,10,152,15.2,USD
RegulatedAndUnregulatedOperatingRevenue,10,1437,143.7,USD
DebtSecuritiesAvailableForSaleChangeInPresentValueExpenseReversal,10,142,14.2,USD
PledgedAssetsSeparatelyReportedOtherAssetsPledgedAsCollateralAtFairValue,10,145,14.5,USD
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingAfterYearFive,10,40,4.0,USD
AlternativeInvestment,10,265,26.5,USD
PurchaseObligationDueInSecondAndThirdYear,10,143,14.3,USD
SecuritiesSoldUnderAgreementsToRepurchaseAsset,10,651,65.1,USD
LoansAndLeasesReceivableImpairedInterestLostOnNonaccrualLoans,10,317,31.7,USD
TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityCurrent,10,55,5.5,USD
OtherRealEstateAndForeclosedAssets,10,433,43.3,USD
ImpairedFinancingReceivableWithNoRelatedAllowanceUnpaidPrincipalBalance,10,564,56.4,USD
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationSharesIssued1,10,174,17.4,shares
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,10,832,83.2,USD
LossOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurring,10,146,14.6,USD
DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,10,37,3.7,pure
OtherComprehensiveIncomeReclassificationAdjustmentForWriteDownOfSecuritiesIncludedInNetIncomeTax,10,51,5.1,USD
PartnersCapitalAccountUnitsRedeemed,10,111,11.1,shares
ProceedsFromSaleOfOtherPropertyPlantAndEquipment,10,300,30.0,USD
MortgagesHeldForSaleFairValueDisclosure,10,287,28.7,USD
PremiumsWrittenNet,10,1011,101.1,USD
IncomeTaxReconciliationNondeductibleExpenseDepreciation,10,271,27.1,USD
AociTaxAttributableToParent,10,992,99.2,USD
LoansAndLeasesReceivableCommercial,10,291,29.1,USD
LoansAndLeasesReceivableConsumerMortgage,10,429,42.9,USD
RestrictedInvestmentsCurrent,10,304,30.4,USD
DebtSecuritiesAvailableForSaleRestricted,10,259,25.9,USD
PaymentsToAcquireLimitedPartnershipInterests,10,580,58.0,USD
CostOfServicesExcludingDepreciationDepletionAndAmortization,9,362,40.22,USD
IncreaseDecreaseInMarginDepositsOutstanding,9,415,46.11,USD
IncomeLossFromExtraordinaryItemsNetOfTaxPerDilutedShare,9,117,13.0,"shares, USD"
AssetsFairValueAdjustment,9,41,4.56,USD
AssetAcquisitionConsiderationTransferred,9,96,10.67,USD
FiniteLivedCustomerRelationshipsGross,9,97,10.78,USD
AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,9,52,5.78,USD
CostOfServicesDepreciationAndAmortization,9,513,57.0,USD
MaterialsSuppliesAndOther,9,446,49.56,USD
DebtInstrumentConvertibleNumberOfEquityInstruments,9,64,7.11,"shares, pure, investment, Unit, instrument, segment"
CapitalizedCostsOilAndGasProducingActivitiesGross,9,170,18.89,USD
AccretionExpenseIncludingAssetRetirementObligations,9,496,55.11,USD
DeferredCostsAndOtherAssets,9,377,41.89,USD
CostsIncurredExplorationCosts,9,193,21.44,USD
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,9,197,21.89,USD
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesLongTermDebt,9,21,2.33,USD
SecuritiesPurchasedUnderAgreementsToResellOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,9,431,47.89,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOtherShareIncreaseDecrease,9,27,3.0,shares
PurchaseObligationDueInFourthAndFifthYear,9,136,15.11,USD
PaymentsToAcquireProjects,9,260,28.89,USD
DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,9,57,6.33,USD
CapitalExpenditureDiscontinuedOperations,9,43,4.78,USD
BusinessCombinationAcquiredReceivablesFairValue,9,125,13.89,USD
RealEstateAcquiredThroughForeclosure,9,238,26.44,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesOutstandingBalance,9,169,18.78,USD
TechnologyServicesCosts,9,457,50.78,USD
CashFlowHedgeGainLossReclassifiedToCostOfSalesNet,9,119,13.22,USD
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested,9,233,25.89,USD
IncreaseDecreaseInDeferredCompensation,9,249,27.67,USD
GainLossOnInterestRateFairValueHedgeIneffectiveness,9,124,13.78,USD
BusinessCombinationConsiderationTransferredIncludingEquityInterestInAcquireeHeldPriorToCombination1,9,55,6.11,USD
DefinedBenefitPlanTargetPlanAssetAllocationsRangeMaximum,9,29,3.22,pure
DeferredSalesInducementsNet,9,358,39.78,USD
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseAmortization,9,166,18.44,pure
SettlementLiabilitiesCurrent,9,358,39.78,USD
AssetsHeldForSaleOtherNoncurrent,9,49,5.44,USD
ProceedsFromSaleOfOtherRealEstate,9,205,22.78,USD
EmbeddedDerivativeFairValueOfEmbeddedDerivativeAsset,9,266,29.56,"AUD, USD"
DefinedBenefitPlanAccumulatedBenefitObligationIncreaseDecreaseForSettlementAndCurtailment,9,50,5.56,"USD, GBP"
EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign,9,75,8.33,pure
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,9,30,3.33,USD
MinorityInterestInNetIncomeLossOfConsolidatedEntities,9,36,4.0,USD
SecuritiesLoanedCollateralRightToReclaimCash,9,289,32.11,USD
TradingSecuritiesCurrent,9,213,23.67,USD
LimitedPartnersCapitalAccountUnitsOutstanding,9,365,40.56,shares
DebtSecuritiesAvailableForSaleAndHeldToMaturityFairValue,9,148,16.44,USD
UtilitiesOperatingExpenseMaintenanceOperationsAndOtherCostsAndExpenses,9,952,105.78,USD
HeldToMaturitySecuritiesNoncurrent,9,357,39.67,USD
ReinsuranceRecoverableCreditLossExpenseReversal,9,320,35.56,USD
DisposalGroupIncludingDiscontinuedOperationDeferredRevenue,9,42,4.67,USD
DebtSecuritiesAvailableForSaleRealizedGainLossExcludingOtherThanTemporaryImpairment,9,246,27.33,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAdditions,9,79,8.78,USD
AccruedRentNoncurrent,9,195,21.67,USD
SecuritiesOwnedNotReadilyMarketable,9,109,12.11,USD
SalesTypeLeaseLeaseIncome,9,232,25.78,USD
NotionalAmountOfForeignCurrencyFairValueHedgeDerivatives,9,139,15.44,USD
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,9,28,3.11,shares
EnergyRelatedInventoryOtherFossilFuel,9,676,75.11,USD
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,9,132,14.67,USD
EffectiveIncomeTaxRateReconciliationTaxHolidays,9,202,22.44,pure
DeferredFinanceCostsNoncurrentGross,9,153,17.0,USD
HeldToMaturitySecuritiesDebtMaturitiesWithoutSingleMaturityDateNetCarryingAmount,9,244,27.11,USD
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,9,52,5.78,USD
AllowanceForDoubtfulAccountsReceivableChargeOffs,9,23,2.56,USD
EffectOnFutureCashFlowsAmount,9,47,5.22,USD
DisposalGroupIncludingDiscontinuedOperationGoodwillCurrent,9,42,4.67,USD
ImpairmentChargeOnReclassifiedAssets,9,36,4.0,USD
FinancingReceivableExcludingAccruedInterestNonaccrual,9,96,10.67,USD
LossContingencySettlementAgreementConsideration1,9,19,2.11,"USD, CAD"
ContractWithCustomerAssetGrossCurrent,9,283,31.44,USD
LoansReceivableCommercialMortgage,9,393,43.67,USD
TaxesOtherThanIncomeExciseProductionAndPropertyTaxes,9,36,4.0,USD
SalesTypeLeaseUnguaranteedResidualAsset,9,101,11.22,USD
IncreaseDecreaseInSelfInsuranceReserve,9,404,44.89,USD
DeferredCompensationArrangementWithIndividualSharesIssued,9,117,13.0,shares
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMinimum,9,16,1.78,pure
FinancingReceivableSignificantPurchases,9,583,64.78,USD
CommercialPaperNoncurrent,9,96,10.67,USD
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross,9,176,19.56,USD
SummaryOfInvestmentsOtherThanInvestmentsInRelatedPartiesFairValue,9,143,15.89,USD
LoansPayableFairValueDisclosure,9,261,29.0,USD
FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,9,234,26.0,USD
OtherDeferredCreditsNoncurrent,9,286,31.78,USD
PaymentsToAcquireLifeInsurancePolicies,9,174,19.33,USD
DebtInstrumentCollateralAmount,9,73,8.11,USD
StandardProductWarrantyAccrualPeriodIncreaseDecrease,9,156,17.33,USD
DividendsPayable,9,18,2.0,USD
HedgedLiabilityDiscontinuedFairValueHedgeCumulativeIncreaseDecrease,9,168,18.67,USD
SharesSubjectToMandatoryRedemptionSettlementTermsAmount,9,43,4.78,USD
ProceedsFromRealEstateAndRealEstateJointVentures,9,378,42.0,USD
ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputsOrChangesInAssumptions,9,674,74.89,USD
LoansAndLeasesReceivableConsumerRevolvingCreditCard,9,379,42.11,USD
CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear,9,373,41.44,USD
InterestBearingDepositLiabilitiesForeign,9,864,96.0,USD
BelowMarketLeaseAccumulatedAmortization,9,263,29.22,USD
SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleGainLossOnSale,9,359,39.89,USD
DebtSecuritiesHeldToMaturityExcludingAccruedInterestBeforeAllowanceForCreditLoss,9,125,13.89,USD
PaymentsForProceedsFromOtherLoansAndLeases,9,530,58.89,USD
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicShare,9,117,13.0,"shares, USD"
OperatingLeasesRentExpenseSubleaseRentals,9,28,3.11,USD
WeightedAverageDiscountRatePercent,9,38,4.22,pure
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedOptionsForfeitedWeightedAverageGrantDateFairValue,9,60,6.67,USD/shares
IncomeTaxExaminationLiabilityRecorded,9,58,6.44,"USD, EUR"
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,9,102,11.33,USD
LossContingencyUndiscountedAmountOfInsuranceRelatedAssessmentLiability,9,194,21.56,USD
FiniteLivedIntangibleAssetsFairValueDisclosure,9,87,9.67,USD
DebtSecuritiesHeldToMaturityCreditLossExpenseReversal,9,264,29.33,USD
SalesTypeAndDirectFinancingLeasesInterestIncome,9,348,38.67,USD
PaymentsForProceedsFromLifeInsurancePolicies,9,274,30.44,USD
EmployeeStockOwnershipPlanESOPSharesContributedToESOP,9,93,10.33,shares
SecuredBorrowingsGrossIncludingNotSubjectToMasterNettingArrangement,9,446,49.56,USD
InterestCreditedToPolicyholdersAccountBalances,9,1032,114.67,USD
GainsLossesOnSalesOfOtherRealEstate,9,264,29.33,USD
EmployeeStockOwnershipPlanESOPDividendsPaidToESOP,9,303,33.67,USD
EmployeeStockOwnershipPlanESOPDeferredSharesFairValue,9,91,10.11,USD
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,9,241,26.78,USD
FeesAndCommissionsMortgageBanking,9,555,61.67,USD
ServicingAssetAtAmortizedValue,9,474,52.67,USD
NoninterestBearingDepositLiabilitiesDomestic,9,933,103.67,USD
LoansAndLeasesReceivableOther,9,183,20.33,USD
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,9,114,12.67,USD
SegmentReportingInformationDepreciationExpense,9,27,3.0,USD
SecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,9,426,47.33,USD
ShortTermDebtWeightedAverageInterestRateOverTime,9,115,12.78,pure
OtherPostretirementDefinedBenefitPlanLiabilitiesCurrentAndNoncurrent,9,141,15.67,USD
DebtConversionConvertedInstrumentSharesIssued,9,18,2.0,shares
DebtConversionConvertedInstrumentAmount,9,32,3.56,USD
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,9,515,57.22,USD
ProceedsFromInterestReceived,9,437,48.56,USD
PaymentsToAcquireLand,9,95,10.56,USD
InvestmentsInAndAdvancesToAffiliatesAtFairValue,9,332,36.89,USD
ServicingAssetAtFairValueAdditions,9,520,57.78,USD
MortgageLoansOnRealEstateFaceAmountOfMortgages,9,57,6.33,USD
IncreaseDecreaseInAccruedInterestReceivableNet,9,576,64.0,USD
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,9,14,1.56,USD
InventoryFinishedGoodsAndWorkInProcessNetOfReserves,9,328,36.44,USD
TradeReceivablesHeldForSaleAmount,9,87,9.67,USD
LongTermLoansPayable,9,180,20.0,USD
StockGrantedDuringPeriodSharesSharebasedCompensation,9,32,3.56,shares
GainOnPurchaseOfBusiness,9,49,5.44,USD
TimeDeposits100000OrMoreDomestic,9,162,18.0,USD
InterestExpenseLesseeAssetsUnderCapitalLease,9,239,26.56,USD
LeveragedLeasesIncomeStatementIncomeFromLeveragedLeases,9,206,22.89,USD
LitigationSettlementInterest,9,46,5.11,USD
CreditRiskDerivativeAssetsAtFairValue,9,258,28.67,USD
CreditRiskDerivativesAtFairValueNet,9,344,38.22,USD
SecuritiesBorrowedAmountOffsetAgainstCollateral,9,385,42.78,USD
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesPledged,9,319,35.44,USD
SecuritiesLoanedIncludingNotSubjectToMasterNettingArrangementAndAssetsOtherThanSecuritiesTransferred,9,452,50.22,USD
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,9,162,18.0,USD
CapitalizedContractCostGross,9,135,15.0,USD
DerivativeFinancialInstrumentsAssetsFairValueDisclosure,9,43,4.78,USD
MortgageLoansOnRealEstateNewMortgageLoans,9,218,24.22,USD
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,9,150,16.67,USD
InsuranceSettlementsReceivableNoncurrent,9,254,28.22,USD
DebtIssuanceCostsLineOfCreditArrangementsNet,9,281,31.22,USD
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,9,53,5.89,USD
LiabilityForFuturePolicyBenefitInterestExpense,9,155,17.22,USD
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,9,166,18.44,USD
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,9,577,64.11,USD
CostDepreciationAmortizationAndDepletion,9,534,59.33,USD
DebtSecuritiesAvailableForSaleExcludingAccruedInterestCurrent,9,160,17.78,USD
DepositsMoneyMarketDeposits,9,187,20.78,USD
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueLow,9,92,10.22,USD
InvestmentsInAndAdvancesToAffiliatesAmountOfEquity,9,106,11.78,USD
LifeInsuranceInForcePercentageAssumedToNet,9,120,13.33,pure
LifeInsuranceInForceNet,9,120,13.33,USD
LifeInsuranceInForceGross,9,120,13.33,USD
IncreaseDecreaseInFairValueOfHedgedItemInInterestRateFairValueHedge1,9,231,25.67,USD
ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,9,1190,132.22,USD
SignificantAcquisitionsAndDisposalsGainLossOnSaleOrDisposalPretax,9,18,2.0,USD
PrepaidRent,9,202,22.44,USD
AccruedInsuranceNoncurrent,9,400,44.44,USD
FinancingReceivableModificationToTotalFinancingReceivablesExcludingAccruedInterestPercent,9,111,12.33,pure
DeferredIncomeTaxesAndOtherTaxReceivableCurrent,9,94,10.44,USD
StandardProductWarrantyAccrualForeignCurrencyTranslationGainLoss,9,314,34.89,USD
StandardProductWarrantyAccrualCurrencyTranslationIncreaseDecrease,9,204,22.67,USD
BusinessCombinationSeparatelyRecognizedTransactionsExpensesAndLossesRecognized,9,156,17.33,USD
ContractWithCustomerAssetCreditLossExpense,9,235,26.11,USD
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,9,375,41.67,USD
DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsAccumulatedBenefitObligation,9,72,8.0,USD
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,9,80,8.89,USD
ConsiderationReceivedForBeneficialInterestObtainedForTransferringFinancialAsset,9,245,27.22,USD
PaymentsForDepositsOnRealEstateAcquisitions,9,111,12.33,USD
DemandDepositAccounts,9,284,31.56,USD
ReceivablesLongTermContractsOrPrograms,9,230,25.56,USD
PaymentsForProceedsFromRemovalCosts,9,514,57.11,USD
DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage,9,69,7.67,pure
FiniteLivedIntangibleAssetOffMarketLeaseFavorableGross,9,187,20.78,USD
HeldToMaturitySecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,9,125,13.89,USD
FinancingReceivableReclassificationToHeldForSale,9,326,36.22,USD
ForwardContractIndexedToIssuersEquityIndexedShares,9,108,12.0,shares
DebtSecuritiesAvailableForSaleWeightedAverageYield,9,77,8.56,pure
IncreaseDecreaseInDerivativeLiabilities,9,98,10.89,USD
OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationBeforeTax,9,26,2.89,USD
DefinedBenefitPlanCostOfProvidingSpecialOrContractualTerminationBenefitRecognizedDuringPeriod,9,52,5.78,USD
InsuredEventGainLoss,9,272,30.22,USD
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersPaidClaimsAndClaimsAdjustmentExpense,8,222,27.75,USD
CommonStockHeldInTrust,8,416,52.0,USD
OtherIncomeTaxExpenseBenefitContinuingOperations,8,143,17.88,USD
HeldToMaturitySecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,8,144,18.0,USD
